idSucursal;idTipoPaquete;idServicioCable;fibraOptica;velocidadInternet;telefonia;precioPromoPaquete;precioNormalPaquete;tarifaPromocional;simetria;velocidadPromo;tiempoVelocidadPromo
432;3;0;;100;1;$550;$600;200;0;150;12
433;2;2;;100;1;$700;$750;350;0;150;12
433;3;0;;60;1;$500;$600;0;1;;
433;3;0;;100;1;$600;$700;0;1;;
433;2;2;;60;1;$650;$750;;1;;
433;2;2;;100;1;$750;$850;;1;;
433;3;0;;100;1;$550;$600;200;0;150;12
434;2;2;;100;1;$700;$750;350;0;150;12
434;3;0;;60;1;$500;$600;0;1;;
434;3;0;;100;1;$600;$700;0;1;;
434;2;2;;60;1;$650;$750;;1;;
434;2;2;;100;1;$750;$850;;1;;
434;3;0;;100;1;$550;$600;200;0;150;12
435;2;2;;100;1;$700;$750;350;0;150;12
435;3;0;;60;1;$500;$600;0;1;;
435;2;2;;60;1;$650;$750;;1;;
435;3;0;;100;1;$550;$600;200;0;150;12
436;3;0;;60;1;$450;$500;300;0;120;6
436;2;2;;60;1;$550;$600;400;0;120;6
436;1;1;;1000;1;$1.000;$1.100;;0;;
437;3;0;;60;1;$450;$500;300;0;120;6
437;2;1;;60;1;$550;$600;400;0;120;6
437;1;1;;1000;1;$1.000;$1.100;;0;;
438;3;0;;60;1;$450;$500;300;0;120;6
438;2;2;;60;1;$550;$600;400;0;120;6
438;1;1;;1000;1;$1.000;$1.100;;0;;
439;2;2;;60;1;$600;$650;450;0;120;6
439;2;2;;100;1;$700;$750;550;0;200;6
439;2;2;;250;1;$800;$850;650;0;500;6
439;2;2;;500;1;$900;$950;750;0;1000;6
439;3;0;;60;1;$450;$500;300;0;120;6
439;3;0;;100;1;$550;$600;400;0;200;6
439;3;0;;250;1;$650;$700;500;0;500;6
439;3;0;;500;1;$750;$800;600;0;1000;6
439;3;0;;60;1;$500;$600;0;1;;
439;3;0;;100;1;$600;$700;0;1;;
439;3;0;;250;1;$700;$800;0;1;;
439;3;0;;500;1;$800;$900;0;1;;
439;2;2;;60;1;$650;$750;;1;;
439;2;2;;100;1;$750;$850;;1;;
439;2;2;;250;1;$850;$950;;1;;
439;2;2;;500;1;$950;$1.050;;1;;
439;1;1;;1000;1;$1.000;$1.100;;0;;
440;2;2;;60;1;$600;$650;450;0;120;6
440;2;2;;100;1;$700;$750;550;0;200;6
440;2;2;;250;1;$800;$850;650;0;500;6
440;2;2;;500;1;$900;$950;750;0;1000;6
440;3;0;;60;1;$450;$500;300;0;120;6
440;3;0;;100;1;$550;$600;400;0;200;6
440;3;0;;250;1;$650;$700;500;0;500;6
440;3;0;;500;1;$750;$800;600;0;1000;6
440;3;0;;60;1;$500;$600;0;1;;
440;3;0;;100;1;$600;$700;0;1;;
440;3;0;;250;1;$700;$800;0;1;;
440;3;0;;500;1;$800;$900;0;1;;
440;2;2;;60;1;$650;$750;;1;;
440;2;2;;100;1;$750;$850;;1;;
440;2;2;;250;1;$850;$950;;1;;
440;2;2;;500;1;$950;$1.050;;1;;
440;1;1;;1000;1;$1.000;$1.100;;0;;
441;2;2;;60;1;$600;$650;450;0;120;6
441;2;2;;100;1;$700;$750;550;0;200;6
441;2;2;;250;1;$800;$850;650;0;500;6
441;2;2;;500;1;$900;$950;750;0;1000;6
441;3;0;;60;1;$450;$500;300;0;120;6
441;3;0;;100;1;$550;$600;400;0;200;6
441;3;0;;250;1;$650;$700;500;0;500;6
441;3;0;;500;1;$750;$800;600;0;1000;6
441;3;0;;60;1;$500;$600;0;1;;
441;3;0;;100;1;$600;$700;0;1;;
441;3;0;;250;1;$700;$800;0;1;;
441;3;0;;500;1;$800;$900;0;1;;
441;2;2;;60;1;$650;$750;;1;;
441;2;2;;100;1;$750;$850;;1;;
441;2;2;;250;1;$850;$950;;1;;
441;2;2;;500;1;$950;$1.050;;1;;
441;1;1;;1000;1;$1.000;$1.100;;0;;
442;3;0;;60;1;$450;$500;300;0;120;6
442;2;1;;60;1;$550;$600;400;0;120;6
443;3;0;;60;1;$450;$500;300;0;120;6
443;2;1;;60;1;$550;$600;400;0;120;6
443;1;1;;1000;1;$1.000;$1.100;;0;;
444;2;2;;60;1;$600;$650;450;0;120;6
444;2;2;;100;1;$700;$750;550;0;200;6
444;2;2;;250;1;$800;$850;650;0;500;6
444;2;2;;500;1;$900;$950;750;0;1000;6
444;3;0;;60;1;$450;$500;300;0;120;6
444;3;0;;100;1;$550;$600;400;0;200;6
444;3;0;;250;1;$650;$700;500;0;500;6
444;3;0;;500;1;$750;$800;600;0;1000;6
444;3;0;;60;1;$500;$600;0;1;;
444;3;0;;100;1;$600;$700;0;1;;
444;3;0;;250;1;$700;$800;0;1;;
444;3;0;;500;1;$800;$900;0;1;;
444;2;2;;60;1;$650;$750;;1;;
444;2;2;;100;1;$750;$850;;1;;
444;2;2;;250;1;$850;$950;;1;;
444;2;2;;500;1;$950;$1.050;;1;;
444;1;1;;1000;1;$1.000;$1.100;;0;;
445;2;2;;60;1;$600;$650;450;0;120;6
445;2;2;;100;1;$700;$750;550;0;200;6
445;2;2;;250;1;$800;$850;650;0;500;6
445;2;2;;500;1;$900;$950;750;0;1000;6
445;3;0;;60;1;$450;$500;300;0;120;6
445;3;0;;100;1;$550;$600;400;0;200;6
445;3;0;;250;1;$650;$700;500;0;500;6
445;3;0;;500;1;$750;$800;600;0;1000;6
445;3;0;;60;1;$500;$600;0;1;;
445;3;0;;100;1;$600;$700;0;1;;
445;3;0;;250;1;$700;$800;0;1;;
445;3;0;;500;1;$800;$900;0;1;;
445;2;2;;60;1;$650;$750;;1;;
445;2;2;;100;1;$750;$850;;1;;
445;2;2;;250;1;$850;$950;;1;;
445;2;2;;500;1;$950;$1.050;;1;;
445;1;1;;1000;1;$1.000;$1.100;;0;;
446;3;0;;60;1;$450;$500;300;0;120;6
446;2;1;;60;1;$550;$600;400;0;120;6
447;2;2;;60;1;$600;$650;450;0;120;6
447;2;2;;100;1;$700;$750;550;0;200;6
447;2;2;;250;1;$800;$850;650;0;500;6
447;2;2;;500;1;$900;$950;750;0;1000;6
447;3;0;;60;1;$450;$500;300;0;120;6
447;3;0;;100;1;$550;$600;400;0;200;6
447;3;0;;250;1;$650;$700;500;0;500;6
447;3;0;;500;1;$750;$800;600;0;1000;6
447;3;0;;60;1;$500;$600;0;1;;
447;3;0;;100;1;$600;$700;0;1;;
447;3;0;;250;1;$700;$800;0;1;;
447;3;0;;500;1;$800;$900;0;1;;
447;2;2;;60;1;$650;$750;;1;;
447;2;2;;100;1;$750;$850;;1;;
447;2;2;;250;1;$850;$950;;1;;
447;2;2;;500;1;$950;$1.050;;1;;
447;1;1;;1000;1;$1.000;$1.100;;0;;
448;3;0;;60;1;$450;$500;300;0;120;6
448;2;1;;60;1;$550;$600;400;0;120;6
449;3;0;;60;1;$500;$600;0;1;;
449;2;2;;60;1;$650;$700;;0;;
449;3;0;;60;1;$450;$500;300;0;120;6
449;2;2;;60;1;$550;$600;400;0;120;6
449;1;1;;1000;1;$1.000;$1.100;;0;;
450;2;2;;60;1;$600;$650;450;0;120;6
450;2;2;;100;1;$700;$750;550;0;200;6
450;2;2;;250;1;$800;$850;650;0;500;6
450;2;2;;500;1;$900;$950;750;0;1000;6
450;3;0;;60;1;$450;$500;300;0;120;6
450;3;0;;100;1;$550;$600;400;0;200;6
450;3;0;;250;1;$650;$700;500;0;500;6
450;3;0;;500;1;$750;$800;600;0;1000;6
450;3;0;;60;1;$500;$600;0;1;;
450;3;0;;100;1;$600;$700;0;1;;
450;3;0;;250;1;$700;$800;0;1;;
450;3;0;;500;1;$800;$900;0;1;;
450;2;2;;60;1;$650;$750;;1;;
450;2;2;;100;1;$750;$850;;1;;
450;2;2;;250;1;$850;$950;;1;;
450;2;2;;500;1;$950;$1.050;;1;;
450;1;1;;1000;1;$1.000;$1.100;;0;;
451;2;2;;60;1;$600;$650;450;0;120;6
451;2;2;;100;1;$700;$750;550;0;200;6
451;2;2;;250;1;$800;$850;650;0;500;6
451;2;2;;500;1;$900;$950;750;0;1000;6
451;3;0;;60;1;$450;$500;300;0;120;6
451;3;0;;100;1;$550;$600;400;0;200;6
451;3;0;;250;1;$650;$700;500;0;500;6
451;3;0;;500;1;$750;$800;600;0;1000;6
451;3;0;;60;1;$500;$600;0;1;;
451;3;0;;100;1;$600;$700;0;1;;
451;3;0;;250;1;$700;$800;0;1;;
451;3;0;;500;1;$800;$900;0;1;;
451;2;2;;60;1;$650;$750;;1;;
451;2;2;;100;1;$750;$850;;1;;
451;2;2;;250;1;$850;$950;;1;;
451;2;2;;500;1;$950;$1.050;;1;;
451;1;1;;1000;1;$1.000;$1.100;;0;;
452;2;2;;60;1;$600;$650;450;0;120;6
452;2;2;;100;1;$700;$750;550;0;200;6
452;2;2;;250;1;$800;$850;650;0;500;6
452;2;2;;500;1;$900;$950;750;0;1000;6
452;3;0;;60;1;$450;$500;300;0;120;6
452;3;0;;100;1;$550;$600;400;0;200;6
452;3;0;;250;1;$650;$700;500;0;500;6
452;3;0;;500;1;$750;$800;600;0;1000;6
452;3;0;;60;1;$500;$600;0;1;;
452;3;0;;100;1;$600;$700;0;1;;
452;3;0;;250;1;$700;$800;0;1;;
452;3;0;;500;1;$800;$900;0;1;;
452;2;2;;60;1;$650;$750;;1;;
452;2;2;;100;1;$750;$850;;1;;
452;2;2;;250;1;$850;$950;;1;;
452;2;2;;500;1;$950;$1.050;;1;;
452;1;1;;1000;1;$1.000;$1.100;;0;;
453;2;2;;60;1;$600;$650;450;0;120;6
453;2;2;;100;1;$700;$750;550;0;200;6
453;2;2;;250;1;$800;$850;650;0;500;6
453;2;2;;500;1;$900;$950;750;0;1000;6
453;3;0;;60;1;$450;$500;300;0;120;6
453;3;0;;100;1;$550;$600;400;0;200;6
453;3;0;;250;1;$650;$700;500;0;500;6
453;3;0;;500;1;$750;$800;600;0;1000;6
453;3;0;;60;1;$500;$600;0;1;;
453;3;0;;100;1;$600;$700;0;1;;
453;3;0;;250;1;$700;$800;0;1;;
453;3;0;;500;1;$800;$900;0;1;;
453;2;2;;60;1;$650;$750;;1;;
453;2;2;;100;1;$750;$850;;1;;
453;2;2;;250;1;$850;$950;;1;;
453;2;2;;500;1;$950;$1.050;;1;;
453;1;1;;1000;1;$1.000;$1.100;;0;;
454;2;2;;60;1;$600;$650;450;0;120;6
454;2;2;;100;1;$700;$750;550;0;200;6
454;2;2;;250;1;$800;$850;650;0;500;6
454;2;2;;500;1;$900;$950;750;0;1000;6
454;3;0;;60;1;$450;$500;300;0;120;6
454;3;0;;100;1;$550;$600;400;0;200;6
454;3;0;;250;1;$650;$700;500;0;500;6
454;3;0;;500;1;$750;$800;600;0;1000;6
454;3;0;;60;1;$500;$600;0;1;;
454;3;0;;100;1;$600;$700;0;1;;
454;3;0;;250;1;$700;$800;0;1;;
454;3;0;;500;1;$800;$900;0;1;;
454;2;2;;60;1;$650;$750;;1;;
454;2;2;;100;1;$750;$850;;1;;
454;2;2;;250;1;$850;$950;;1;;
454;2;2;;500;1;$950;$1.050;;1;;
454;1;1;;1000;1;$1.000;$1.100;;0;;
455;2;2;;60;1;$550;$600;400;0;120;6
455;3;0;;60;1;$450;$500;300;0;120;6
456;2;2;;60;1;$600;$650;450;0;120;6
456;2;2;;100;1;$700;$750;550;0;200;6
456;2;2;;250;1;$800;$850;650;0;500;6
456;2;2;;500;1;$900;$950;750;0;1000;6
456;3;0;;60;1;$450;$500;300;0;120;6
456;3;0;;100;1;$550;$600;400;0;200;6
456;3;0;;250;1;$650;$700;500;0;500;6
456;3;0;;500;1;$750;$800;600;0;1000;6
456;3;0;;60;1;$500;$600;0;1;;
456;3;0;;100;1;$600;$700;0;1;;
456;3;0;;250;1;$700;$800;0;1;;
456;3;0;;500;1;$800;$900;0;1;;
456;2;2;;60;1;$650;$750;;1;;
456;2;2;;100;1;$750;$850;;1;;
456;2;2;;250;1;$850;$950;;1;;
456;2;2;;500;1;$950;$1.050;;1;;
456;1;1;;1000;1;$1.000;$1.100;;0;;
457;2;2;;60;1;$600;$650;450;0;120;6
457;2;2;;100;1;$700;$750;550;0;200;6
457;2;2;;250;1;$800;$850;650;0;500;6
457;2;2;;500;1;$900;$950;750;0;1000;6
457;3;0;;60;1;$450;$500;300;0;120;6
457;3;0;;100;1;$550;$600;400;0;200;6
457;3;0;;250;1;$650;$700;500;0;500;6
457;3;0;;500;1;$750;$800;600;0;1000;6
457;3;0;;60;1;$500;$600;0;1;;
457;3;0;;100;1;$600;$700;0;1;;
457;3;0;;250;1;$700;$800;0;1;;
457;3;0;;500;1;$800;$900;0;1;;
457;2;2;;60;1;$650;$750;;1;;
457;2;2;;100;1;$750;$850;;1;;
457;2;2;;250;1;$850;$950;;1;;
457;2;2;;500;1;$950;$1.050;;1;;
457;1;1;;1000;1;$1.000;$1.100;;0;;
458;3;0;;60;1;$450;$500;300;0;120;6
458;2;1;;60;1;$550;$600;400;0;120;6
458;1;1;;1000;1;$1.000;$1.100;;0;;
460;2;2;;60;1;$600;$650;450;0;120;6
460;2;2;;100;1;$700;$750;550;0;200;6
460;2;2;;250;1;$800;$850;650;0;500;6
460;2;2;;500;1;$900;$950;750;0;1000;6
460;3;0;;60;1;$450;$500;300;0;120;6
460;3;0;;100;1;$550;$600;400;0;200;6
460;3;0;;250;1;$650;$700;500;0;500;6
460;3;0;;500;1;$750;$800;600;0;1000;6
460;3;0;;60;1;$500;$600;0;1;;
460;3;0;;100;1;$600;$700;0;1;;
460;3;0;;250;1;$700;$800;0;1;;
460;3;0;;500;1;$800;$900;0;1;;
460;2;2;;60;1;$650;$750;;1;;
460;2;2;;100;1;$750;$850;;1;;
460;2;2;;250;1;$850;$950;;1;;
460;2;2;;500;1;$950;$1.050;;1;;
460;1;1;;1000;1;$1.000;$1.100;;0;;
461;3;0;;60;1;$450;$500;300;0;120;6
461;2;1;;60;1;$550;$600;400;0;120;6
461;1;1;;1000;1;$1.000;$1.100;;0;;
462;3;0;;60;1;$450;$500;300;0;120;6
462;2;1;;60;1;$550;$600;400;0;120;6
462;1;1;;1000;1;$1.000;$1.100;;0;;
463;2;2;;60;1;$600;$650;450;0;120;6
463;2;2;;100;1;$700;$750;550;0;200;6
463;2;2;;250;1;$800;$850;650;0;500;6
463;2;2;;500;1;$900;$950;750;0;1000;6
463;3;0;;60;1;$450;$500;300;0;120;6
463;3;0;;100;1;$550;$600;400;0;200;6
463;3;0;;250;1;$650;$700;500;0;500;6
463;3;0;;500;1;$750;$800;600;0;1000;6
463;3;0;;60;1;$500;$600;0;1;;
463;3;0;;100;1;$600;$700;0;1;;
463;3;0;;250;1;$700;$800;0;1;;
463;3;0;;500;1;$800;$900;0;1;;
463;2;2;;60;1;$650;$750;;1;;
463;2;2;;100;1;$750;$850;;1;;
463;2;2;;250;1;$850;$950;;1;;
463;2;2;;500;1;$950;$1.050;;1;;
463;1;1;;1000;1;$1.000;$1.100;;0;;
464;2;2;;60;1;$600;$650;450;0;120;6
464;2;2;;100;1;$700;$750;550;0;200;6
464;2;2;;250;1;$800;$850;650;0;500;6
464;2;2;;500;1;$900;$950;750;0;1000;6
464;3;0;;60;1;$450;$500;300;0;120;6
464;3;0;;100;1;$550;$600;400;0;200;6
464;3;0;;250;1;$650;$700;500;0;500;6
464;3;0;;500;1;$750;$800;600;0;1000;6
464;3;0;;60;1;$500;$600;0;1;;
464;3;0;;100;1;$600;$700;0;1;;
464;3;0;;250;1;$700;$800;0;1;;
464;3;0;;500;1;$800;$900;0;1;;
464;2;2;;60;1;$650;$750;;1;;
464;2;2;;100;1;$750;$850;;1;;
464;2;2;;250;1;$850;$950;;1;;
464;2;2;;500;1;$950;$1.050;;1;;
464;1;1;;1000;1;$1.000;$1.100;;0;;
465;2;2;;60;1;$600;$650;450;0;120;6
465;2;2;;100;1;$700;$750;550;0;200;6
465;2;2;;250;1;$800;$850;650;0;500;6
465;2;2;;500;1;$900;$950;750;0;1000;6
465;3;0;;60;1;$450;$500;300;0;120;6
465;3;0;;100;1;$550;$600;400;0;200;6
465;3;0;;250;1;$650;$700;500;0;500;6
465;3;0;;500;1;$750;$800;600;0;1000;6
465;3;0;;60;1;$500;$600;0;1;;
465;3;0;;100;1;$600;$700;0;1;;
465;3;0;;250;1;$700;$800;0;1;;
465;3;0;;500;1;$800;$900;0;1;;
465;2;2;;60;1;$650;$750;;1;;
465;2;2;;100;1;$750;$850;;1;;
465;2;2;;250;1;$850;$950;;1;;
465;2;2;;500;1;$950;$1.050;;1;;
465;1;1;;1000;1;$1.000;$1.100;;0;;
466;2;2;;60;1;$600;$650;450;0;120;6
466;2;2;;100;1;$700;$750;550;0;200;6
466;2;2;;250;1;$800;$850;650;0;500;6
466;2;2;;500;1;$900;$950;750;0;1000;6
466;3;0;;60;1;$450;$500;300;0;120;6
466;3;0;;100;1;$550;$600;400;0;200;6
466;3;0;;250;1;$650;$700;500;0;500;6
466;3;0;;500;1;$750;$800;600;0;1000;6
466;3;0;;60;1;$500;$600;0;1;;
466;3;0;;100;1;$600;$700;0;1;;
466;3;0;;250;1;$700;$800;0;1;;
466;3;0;;500;1;$800;$900;0;1;;
466;2;2;;60;1;$650;$750;;1;;
466;2;2;;100;1;$750;$850;;1;;
466;2;2;;250;1;$850;$950;;1;;
466;2;2;;500;1;$950;$1.050;;1;;
466;1;1;;1000;1;$1.000;$1.100;;0;;
467;2;2;;60;1;$600;$650;450;0;120;6
467;2;2;;100;1;$700;$750;550;0;200;6
467;2;2;;250;1;$800;$850;650;0;500;6
467;2;2;;500;1;$900;$950;750;0;1000;6
467;3;0;;60;1;$450;$500;300;0;120;6
467;3;0;;100;1;$550;$600;400;0;200;6
467;3;0;;250;1;$650;$700;500;0;500;6
467;3;0;;500;1;$750;$800;600;0;1000;6
467;3;0;;60;1;$500;$600;0;1;;
467;3;0;;100;1;$600;$700;0;1;;
467;3;0;;250;1;$700;$800;0;1;;
467;3;0;;500;1;$800;$900;0;1;;
467;2;2;;60;1;$650;$750;;1;;
467;2;2;;100;1;$750;$850;;1;;
467;2;2;;250;1;$850;$950;;1;;
467;2;2;;500;1;$950;$1.050;;1;;
467;1;1;;1000;1;$1.000;$1.100;;0;;
468;2;2;;60;1;$600;$650;450;0;120;6
468;2;2;;100;1;$700;$750;550;0;200;6
468;2;2;;250;1;$800;$850;650;0;500;6
468;2;2;;500;1;$900;$950;750;0;1000;6
468;3;0;;60;1;$450;$500;300;0;120;6
468;3;0;;100;1;$550;$600;400;0;200;6
468;3;0;;250;1;$650;$700;500;0;500;6
468;3;0;;500;1;$750;$800;600;0;1000;6
468;3;0;;60;1;$500;$600;0;1;;
468;3;0;;100;1;$600;$700;0;1;;
468;3;0;;250;1;$700;$800;0;1;;
468;3;0;;500;1;$800;$900;0;1;;
468;2;2;;60;1;$650;$750;;1;;
468;2;2;;100;1;$750;$850;;1;;
468;2;2;;250;1;$850;$950;;1;;
468;2;2;;500;1;$950;$1.050;;1;;
468;1;1;;1000;1;$1.000;$1.100;;0;;
469;2;2;;60;1;$550;$600;300;0;120;6
469;3;0;;60;1;$450;$500;400;0;120;6
470;2;2;;60;1;$550;$600;400;0;120;6
470;3;0;;60;1;$450;$500;300;0;120;6
471;3;0;;60;1;$450;$500;300;0;120;6
471;3;0;;100;1;$550;$600;400;0;200;6
471;3;0;;250;1;$650;$700;500;0;500;6
471;3;0;;500;1;$750;$800;600;0;1000;6
471;1;1;;1000;1;$1.000;$1.100;;0;;
472;2;2;;60;1;$600;$650;450;0;120;6
472;2;2;;100;1;$700;$750;550;0;200;6
472;2;2;;250;1;$800;$850;650;0;500;6
472;2;2;;500;1;$900;$950;750;0;1000;6
472;3;0;;60;1;$450;$500;300;0;120;6
472;3;0;;100;1;$550;$600;400;0;200;6
472;3;0;;250;1;$650;$700;500;0;500;6
472;3;0;;500;1;$750;$800;600;0;1000;6
472;3;0;;60;1;$500;$600;0;1;;
472;3;0;;100;1;$600;$700;0;1;;
472;3;0;;250;1;$700;$800;0;1;;
472;3;0;;500;1;$800;$900;0;1;;
472;2;2;;60;1;$650;$750;;1;;
472;2;2;;100;1;$750;$850;;1;;
472;2;2;;250;1;$850;$950;;1;;
472;2;2;;500;1;$950;$1.050;;1;;
472;1;1;;1000;1;$1.000;$1.100;;0;;
473;2;2;;60;1;$600;$650;450;0;120;6
473;2;2;;100;1;$700;$750;550;0;200;6
473;2;2;;250;1;$800;$850;650;0;500;6
473;2;2;;500;1;$900;$950;750;0;1000;6
473;3;0;;60;1;$450;$500;300;0;120;6
473;3;0;;100;1;$550;$600;400;0;200;6
473;3;0;;250;1;$650;$700;500;0;500;6
473;3;0;;500;1;$750;$800;600;0;1000;6
473;3;0;;60;1;$500;$600;0;1;;
473;3;0;;100;1;$600;$700;0;1;;
473;3;0;;250;1;$700;$800;0;1;;
473;3;0;;500;1;$800;$900;0;1;;
473;2;2;;60;1;$650;$750;;1;;
473;2;2;;100;1;$750;$850;;1;;
473;2;2;;250;1;$850;$950;;1;;
473;2;2;;500;1;$950;$1.050;;1;;
473;1;1;;1000;1;$1.000;$1.100;;0;;
474;2;2;;60;1;$600;$650;450;0;120;6
474;2;2;;100;1;$700;$750;550;0;200;6
474;2;2;;250;1;$800;$850;650;0;500;6
474;2;2;;500;1;$900;$950;750;0;1000;6
474;3;0;;60;1;$450;$500;300;0;120;6
474;3;0;;100;1;$550;$600;400;0;200;6
474;3;0;;250;1;$650;$700;500;0;500;6
474;3;0;;500;1;$750;$800;600;0;1000;6
474;3;0;;60;1;$500;$600;0;1;;
474;3;0;;100;1;$600;$700;0;1;;
474;3;0;;250;1;$700;$800;0;1;;
474;3;0;;500;1;$800;$900;0;1;;
474;2;2;;60;1;$650;$750;;1;;
474;2;2;;100;1;$750;$850;;1;;
474;2;2;;250;1;$850;$950;;1;;
474;2;2;;500;1;$950;$1.050;;1;;
474;1;1;;1000;1;$1.000;$1.100;;0;;
475;3;0;;60;1;$500;$600;0;1;;
475;2;1;;60;1;$650;$700;;0;;
475;3;0;;60;1;$450;$500;300;0;120;6
475;2;1;;60;1;$550;$600;400;0;120;6
475;1;1;;1000;1;$1.000;$1.100;;0;;
476;3;0;;60;1;$450;$500;300;0;120;6
476;2;1;;60;1;$550;$600;400;0;120;6
476;1;1;;1000;1;$1.000;$1.100;;0;;
477;2;2;;60;1;$600;$650;450;0;120;6
477;2;2;;100;1;$700;$750;550;0;200;6
477;2;2;;250;1;$800;$850;650;0;500;6
477;2;2;;500;1;$900;$950;750;0;1000;6
477;3;0;;60;1;$450;$500;300;0;120;6
477;3;0;;100;1;$550;$600;400;0;200;6
477;3;0;;250;1;$650;$700;500;0;500;6
477;3;0;;500;1;$750;$800;600;0;1000;6
477;3;0;;60;1;$500;$600;0;1;;
477;3;0;;100;1;$600;$700;0;1;;
477;3;0;;250;1;$700;$800;0;1;;
477;3;0;;500;1;$800;$900;0;1;;
477;2;2;;60;1;$650;$750;;1;;
477;2;2;;100;1;$750;$850;;1;;
477;2;2;;250;1;$850;$950;;1;;
477;2;2;;500;1;$950;$1.050;;1;;
477;1;1;;1000;1;$1.000;$1.100;;0;;
478;2;2;;60;1;$550;$600;400;0;120;6
478;3;0;;60;1;$450;$500;300;0;120;6
479;2;2;;60;1;$550;$600;400;0;120;6
479;3;0;;60;1;$450;$500;300;0;120;6
480;2;1;;60;1;$680;$730;450;0;120;6
480;2;1;;100;1;$780;$830;550;0;200;6
480;2;2;;250;1;$800;$850;650;0;500;6
480;2;1;;500;1;$900;$950;750;0;1000;6
480;3;0;;60;1;$450;$500;300;0;120;6
480;3;0;;100;1;$550;$600;400;0;200;6
480;3;0;;250;1;$650;$700;500;0;500;6
480;3;0;;500;1;$750;$800;600;0;1000;6
480;3;0;;60;1;$500;$600;0;1;;
480;3;0;;100;1;$600;$700;0;1;;
480;3;0;;250;1;$700;$800;0;1;;
480;3;0;;500;1;$800;$900;0;1;;
480;2;2;;60;1;$650;$750;;1;;
480;2;2;;100;1;$750;$850;;1;;
480;2;2;;250;1;$850;$950;;1;;
480;2;2;;500;1;$950;$1.050;;1;;
480;1;1;;1000;1;$1.000;$1.100;;0;;
481;2;2;;60;1;$600;$650;450;0;120;6
481;2;2;;100;1;$700;$750;550;0;200;6
481;2;2;;250;1;$800;$850;650;0;500;6
481;2;2;;500;1;$900;$950;750;0;1000;6
481;3;0;;60;1;$450;$500;300;0;120;6
481;3;0;;100;1;$550;$600;400;0;200;6
481;3;0;;250;1;$650;$700;500;0;500;6
481;3;0;;500;1;$750;$800;600;0;1000;6
481;3;0;;60;1;$500;$600;0;1;;
481;3;0;;100;1;$600;$700;0;1;;
481;3;0;;250;1;$700;$800;0;1;;
481;3;0;;500;1;$800;$900;0;1;;
481;2;2;;60;1;$650;$750;;1;;
481;2;2;;100;1;$750;$850;;1;;
481;2;2;;250;1;$850;$950;;1;;
481;2;2;;500;1;$950;$1.050;;1;;
481;1;1;;1000;1;$1.000;$1.100;;0;;
482;3;0;;60;1;$450;$500;300;0;120;6
482;2;2;;60;1;$550;$600;400;0;120;6
482;1;1;;1000;1;$1.000;$1.100;;0;;
483;3;0;;60;1;$450;$500;300;0;120;6
483;2;2;;60;1;$550;$600;400;0;120;6
483;1;1;;1000;1;$1.000;$1.100;;0;;
484;3;0;;60;1;$450;$500;300;0;120;6
484;2;2;;60;1;$550;$600;400;0;120;6
484;1;1;;1000;1;$1.000;$1.100;;0;;
485;3;0;;60;1;$450;$500;300;0;120;6
485;2;2;;60;1;$550;$600;400;0;120;6
485;1;1;;1000;1;$1.000;$1.100;;0;;
486;3;0;;60;1;$450;$500;300;0;120;6
486;2;1;;60;1;$550;$600;400;0;120;6
486;1;1;;1000;1;$1.000;$1.100;;0;;
487;2;2;;60;1;$600;$650;450;0;120;6
487;2;2;;100;1;$700;$750;550;0;200;6
487;2;2;;250;1;$800;$850;650;0;500;6
487;2;2;;500;1;$900;$950;750;0;1000;6
487;3;0;;60;1;$450;$500;300;0;120;6
487;3;0;;100;1;$550;$600;400;0;200;6
487;3;0;;250;1;$650;$700;500;0;500;6
487;3;0;;500;1;$750;$800;600;0;1000;6
487;3;0;;60;1;$500;$600;0;1;;
487;3;0;;100;1;$600;$700;0;1;;
487;3;0;;250;1;$700;$800;0;1;;
487;3;0;;500;1;$800;$900;0;1;;
487;2;2;;60;1;$650;$750;;1;;
487;2;2;;100;1;$750;$850;;1;;
487;2;2;;250;1;$850;$950;;1;;
487;2;2;;500;1;$950;$1.050;;1;;
487;1;1;;1000;1;$1.000;$1.100;;0;;
488;2;2;;60;1;$600;$650;450;0;120;6
488;2;2;;100;1;$700;$750;550;0;200;6
488;2;2;;250;1;$800;$850;650;0;500;6
488;2;2;;500;1;$900;$950;750;0;1000;6
488;3;0;;60;1;$450;$500;300;0;120;6
488;3;0;;100;1;$550;$600;400;0;200;6
488;3;0;;250;1;$650;$700;500;0;500;6
488;3;0;;500;1;$750;$800;600;0;1000;6
488;3;0;;60;1;$500;$600;0;1;;
488;3;0;;100;1;$600;$700;0;1;;
488;3;0;;250;1;$700;$800;0;1;;
488;3;0;;500;1;$800;$900;0;1;;
488;2;2;;60;1;$650;$750;;1;;
488;2;2;;100;1;$750;$850;;1;;
488;2;2;;250;1;$850;$950;;1;;
488;2;2;;500;1;$950;$1.050;;1;;
488;1;1;;1000;1;$1.000;$1.100;;0;;
489;2;2;;60;1;$600;$650;450;0;120;6
489;2;2;;100;1;$700;$750;550;0;200;6
489;2;2;;250;1;$800;$850;650;0;500;6
489;2;2;;500;1;$900;$950;750;0;1000;6
489;3;0;;60;1;$450;$500;300;0;120;6
489;3;0;;100;1;$550;$600;400;0;200;6
489;3;0;;250;1;$650;$700;500;0;500;6
489;3;0;;500;1;$750;$800;600;0;1000;6
